shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
USTiS,33.928821,-118.288174,130,
USTiS,33.928821,-118.290664,131,
USTiS,33.928844,-118.292774,132,
USTiS,33.928721,-118.294848,133,
USTiS,33.928599,-118.295645,134,
USTiS,33.928445,-118.296478,135,
USTiS,33.928260,-118.297316,136,
USTiS,33.928076,-118.298133,137,
USTiS,33.927674,-118.29995,138,
USTiS,33.926643,-118.304644,139,
USTiS,33.925842,-118.308503,140,
USTiS,33.925544,-118.311423,141,
USTiS,33.925527,-118.314041,142,
USTiS,33.925588,-118.320899,143,
USTiS,33.925553,-118.322411,144,
USTiS,33.925467,-118.324138,145,
USTiS,33.925372,-118.3259,146,
USTiS,33.925073,-118.331194,147,
USTiS,33.924997,-118.332984,148,
USTiS,33.925075,-118.334368,149,
USTiS,33.925349,-118.335843,150,
USTiS,33.925891,-118.337491,151,
USTiS,33.926610,-118.338908,152,
USTiS,33.930775,-118.344798,153,
USTiS,33.931666,-118.346369,154,
USTiS,33.933120,-118.349905,155,
USTiS,33.933526,-118.351581,156,
USTiS,33.933733,-118.353217,157,
USTiS,33.933751,-118.354482,158,
USTiS,33.933668,-118.355561,159,
USTiS,33.933461,-118.356681,160,
USTiS,33.933119,-118.357894,161,
USTiS,33.932672,-118.359392,162,
USTiS,33.931023,-118.365043,163,
USTiS,33.930265,-118.368324,164,
USTiS,33.930267,-118.369936,165,
USTiS,33.930298,-118.373715,166,
USTiS,33.930359,-118.376036,167,
USTiS,33.930794,-118.378027,168,
USTiS,33.931182,-118.379896,169,
USTiS,33.931397,-118.381681,170,
USTiS,33.931444,-118.380958,171,
USTiS,33.931493,-118.381874,172,
USTiS,33.931496,-118.382412,173,
USTiS,33.931406,-118.383972,174,
USTiS,33.931349,-118.384975,175,
USTiS,33.931322,-118.385825,176,
USTiS,33.931331,-118.386391,177,
USTiS,33.931357,-118.386873,178,
USTiS,33.931448,-118.388046,179,
USTiS,33.931497,-118.388858,180,
USTiS,33.931585,-118.390071,181,
USTiS,33.931621,-118.390612,182,
USTiS,33.931673,-118.391156,183,
USTiS,33.931753,-118.391695,184,
USTiS,33.931827,-118.392257,185,
USTiS,33.931883,-118.393273,186,
USTiS,33.931877,-118.393651,187,
USTiS,33.931872,-118.394533,188,
USTiS,33.931911,-118.394874,189,
USTiS,33.931948,-118.395029,190,
USTiS,33.932021,-118.395227,191,
USTiS,33.932142,-118.395458,192,
USTiS,33.932481,-118.395649,193,
USTiS,33.932693,-118.395991,194,
USTiS,33.932836,-118.396074,195,
USTiS,33.933065,-118.396086,196,
USTiS,33.934548,-118.396081,197,
USTiS,33.940752,-118.396093,198,
USTiS,33.941013,-118.396094,199,
USTiS,33.941738,-118.396024,200,
USTiS,33.942042,-118.395992,201,
USTiS,33.942231,-118.395974,202,
USTiS,33.942432,-118.395976,203,
USTiS,33.943123,-118.395979,204,
USTiS,33.943276,-118.395945,205,
USTiS,33.943413,-118.395876,206,
USTiS,33.943546,-118.395755,207,
USTiS,33.943683,-118.39523,208,
USTiS,33.943867,-118.395005,209,
USTiS,33.944590,-118.394423,210,
USTiS,33.944906,-118.394332,211,
USTiS,33.945104,-118.394447,212,
USTiS,33.945220,-118.39471,213,
USTiS,33.945220,-118.394954,214,
USTiS,33.945051,-118.396038,215,
USTiS,33.945107,-118.396553,216,
USTiS,33.945389,-118.397309,217,
USTiS,33.945456,-118.399514,218,
USTiS,33.945610,-118.40068,219,
USTiS,33.945176,-118.403982,220,
USTiS,33.944842,-118.407115,221,
USTiS,33.944775,-118.40767,222,
USTiS,33.944753,-118.407923,223,
USTiS,33.944608,-118.408175,224,
USTiS,33.944268,-118.408279,225,
USTiS,33.943987,-118.408226,226,
USTiS,33.942939,-118.40807,227,
USTiS,33.942695,-118.408022,228,
USTiS,33.942450,-118.407756,229,
USTiS,33.942437,-118.407394,230,
USTiS,33.942465,-118.407061,231,
USTiS,33.942684,-118.404658,232,
USTiS,33.942962,-118.402125,233,
USTiS,33.943258,-118.399336,234,

ESHTLoS,33.945406,-118.400846,1,
ESHTLoS,33.945181,-118.403266,2,
ESHTLoS,33.944693,-118.407924,3,
ESHTLoS,33.944744,-118.407706,4,
ESHTLoS,33.944697,-118.407958,5,
ESHTLoS,33.944562,-118.408121,6,
ESHTLoS,33.944223,-118.408172,7,
ESHTLoS,33.942625,-118.40771,8,
ESHTLoS,33.942921,-118.407973,9,
ESHTLoS,33.942691,-118.407895,10,
ESHTLoS,33.942548,-118.407691,11,
ESHTLoS,33.942562,-118.407414,12,
ESHTLoS,33.942767,-118.405062,13,
ESHTLoS,33.942985,-118.403104,14,
ESHTLoS,33.943225,-118.400791,15,
ESHTLoS,33.943251,-118.40052,16,
ESHTLoS,33.943916,-118.397527,17,
ESHTLoS,33.94427,-118.397094,18,
ESHTLoS,33.944443,-118.396531,19,
ESHTLoS,33.944686,-118.394862,20,
ESHTLoS,33.944886,-118.394262,21,
ESHTLoS,33.945171,-118.393625,22,
ESHTLoS,33.945308,-118.393181,23,
ESHTLoS,33.945399,-118.392682,24,
ESHTLoS,33.945412,-118.392096,25,
ESHTLoS,33.945449,-118.390291,26,
ESHTLoS,33.945474,-118.387398,27,
ESHTLoS,33.945499,-118.386295,28,
ESHTLoS,33.945621,-118.38605,29,
ESHTLoS,33.945756,-118.386018,30,
ESHTLoS,33.94724,-118.385937,31,
ESHTLoS,33.94884,-118.385909,32,
ESHTLoS,33.949295,-118.385929,33,
ESHTLoS,33.949448,-118.385933,34,
ESHTLoS,33.949483,-118.386101,35,
ESHTLoS,33.949422,-118.38657,36,
ESHTLoS,33.94933,-118.386902,37,
ESHTLoS,33.949078,-118.387539,38,
ESHTLoS,33.948965,-118.387934,39,
ESHTLoS,33.948904,-118.388421,40,
ESHTLoS,33.948941,-118.389098,41,
ESHTLoS,33.94894,-118.390948,42,
ESHTLoS,33.948984,-118.391103,43,
ESHTLoS,33.949085,-118.391156,44,
ESHTLoS,33.949072,-118.391491,45,
ESHTLoS,33.949128,-118.391711,46,
EShtLoS,33.934957,-118.375706,47,

EShtLiS,33.934957,-118.375706,1,
ESHTLiS,33.949128,-118.391711,2,
ESHTLiS,33.949067,-118.392199,3,
ESHTLiS,33.94905,-118.392495,4,
ESHTLiS,33.94901,-118.392662,5,
ESHTLiS,33.948938,-118.392678,6,
ESHTLiS,33.948923,-118.39288,7,
ESHTLiS,33.948935,-118.393747,8,
ESHTLiS,33.948946,-118.393824,9,
ESHTLiS,33.949058,-118.393865,10,
ESHTLiS,33.949355,-118.39396,11,
ESHTLiS,33.949591,-118.394177,12,
ESHTLiS,33.949725,-118.394404,13,
ESHTLiS,33.949785,-118.394616,14,
ESHTLiS,33.949811,-118.394885,15,
ESHTLiS,33.949239,-118.397448,16,
ESHTLiS,33.948889,-118.398944,17,
ESHTLiS,33.948809,-118.399198,18,
ESHTLiS,33.948653,-118.399402,19,
ESHTLiS,33.948461,-118.399551,20,
ESHTLiS,33.948205,-118.39963,21,
ESHTLiS,33.948021,-118.399672,22,
ESHTLiS,33.945804,-118.399658,23,
ESHTLiS,33.945614,-118.39977,24,
ESHTLiS,33.945587,-118.400118,25,
ESHTLiS,33.945576,-118.401309,26,
ESHTLiS,33.945236,-118.404543,27,
ESHTLiS,33.944942,-118.407374,28,
ESHTLiS,33.944821,-118.407983,29,
ESHTLiS,33.944733,-118.408143,30,
ESHTLiS,33.944561,-118.408289,31,
ESHTLiS,33.944359,-118.408298,32,
ESHTLiS,33.943213,-118.408172,33,
ESHTLiS,33.94287,-118.408091,34,
ESHTLiS,33.942708,-118.408035,35,
ESHTLiS,33.942537,-118.407867,36,
ESHTLiS,33.942456,-118.407524,37,
ESHTLiS,33.942486,-118.406383,38,
ESHTLiS,33.94278,-118.403387,39,
ESHTLiS,33.943109,-118.400277,40,
ESHTLiS,33.943309,-118.398217,41,

GSHTLoS,33.945406,-118.400846,1,
GSHTLoS,33.945181,-118.403266,2,
GSHTLoS,33.944693,-118.407924,3,
GSHTLoS,33.944744,-118.407706,4,
GSHTLoS,33.944697,-118.407958,5,
GSHTLoS,33.944562,-118.408121,6,
GSHTLoS,33.944223,-118.408172,7,
GSHTLoS,33.942625,-118.40771,8,
GSHTLoS,33.942921,-118.407973,9,
GSHTLoS,33.942691,-118.407895,10,
GSHTLoS,33.942548,-118.407691,11,
GSHTLoS,33.942562,-118.407414,12,
GSHTLoS,33.942767,-118.405062,13,
GSHTLoS,33.942985,-118.403104,14,
GSHTLoS,33.943225,-118.400791,15,
GSHTLoS,33.943251,-118.40052,16,
GSHTLoS,33.943916,-118.397527,17,
GSHTLoS,33.94427,-118.397094,18,
GSHTLoS,33.944443,-118.396531,19,
GSHTLoS,33.944686,-118.394862,20,
GSHTLoS,33.944886,-118.394262,21,
GSHTLoS,33.945171,-118.393625,22,
GSHTLoS,33.945308,-118.393181,23,
GSHTLoS,33.945399,-118.392682,24,
GSHTLoS,33.945412,-118.392096,25,
GSHTLoS,33.945449,-118.390291,26,
GSHTLoS,33.945403,-118.386291,27,
GSHTLoS,33.945388,-118.38172,28,
GSHTLoS,33.945396,-118.37874,29,
GSHTLoS,33.945363,-118.378569,30,
GSHTLoS,33.945209,-118.378568,31,
GSHTLoS,33.942174,-118.378556,32,
GSHTLoS,33.934694,-118.378557,33,
GSHTLoS,33.931165,-118.378536,34,
GSHTLoS,33.929855,-118.37841,35,
GSHTLoS,33.929797,-118.378154,36,
GSHTLoS,33.92976,-118.377279,37,

GSHTLiS,33.92976,-118.377279,1,
GSHTLiS,33.929848,-118.377753,2,
GSHTLiS,33.929892,-118.378387,3,
GSHTLiS,33.930724,-118.378408,4,
GSHTLiS,33.932006,-118.378404,5,
GSHTLiS,33.932583,-118.378447,6,
GSHTLiS,33.934389,-118.378451,7,
GSHTLiS,33.941873,-118.378453,8,
GSHTLiS,33.944282,-118.37845,9,
GSHTLiS,33.945284,-118.378473,10,
GSHTLiS,33.94561,-118.378557,11,
GSHTLiS,33.945587,-118.378765,12,
GSHTLiS,33.945585,-118.379847,13,
GSHTLiS,33.945558,-118.381418,14,
GSHTLiS,33.945598,-118.385862,15,
GSHTLiS,33.94563,-118.389912,16,
GSHTLiS,33.945612,-118.392528,17,
GSHTLiS,33.945543,-118.393311,18,
GSHTLiS,33.945432,-118.39487,19,
GSHTLiS,33.945431,-118.395629,20,
GSHTLiS,33.945561,-118.399531,21,
GSHTLiS,33.945587,-118.400118,22,
GSHTLiS,33.945576,-118.401309,23,
GSHTLiS,33.945236,-118.404543,24,
GSHTLiS,33.944942,-118.407374,25,
GSHTLiS,33.944821,-118.407983,26,
GSHTLiS,33.944733,-118.408143,27,
GSHTLiS,33.944561,-118.408289,28,
GSHTLiS,33.944359,-118.408298,29,
GSHTLiS,33.943213,-118.408172,30,
GSHTLiS,33.94287,-118.408091,31,
GSHTLiS,33.942708,-118.408035,32,
GSHTLiS,33.942537,-118.407867,33,
GSHTLiS,33.942456,-118.407524,34,
GSHTLiS,33.942486,-118.406383,35,
GSHTLiS,33.94278,-118.403387,36,
GSHTLiS,33.943109,-118.400277,37,
GSHTLiS,33.943309,-118.398217,38,
